搜索歌曲《大鱼》	歌曲操作类
播放王菲的歌曲《Bad Guy》	歌曲操作类
识别歌曲现在正在播放的音乐	歌曲操作类
删除歌单名为'爵士精选'的歌单	歌单管理类
创建歌单名为'摇滚精选'的歌单	歌单管理类
评论Shawn Mendes的歌曲《倔强》	歌曲操作类
调整音量到中音量	音量控制类
调整音量到大音量	音量控制类
删除歌单名为'蓝调精选'的歌单	歌单管理类
推荐朋克类型的音乐	类型推荐类
调整音量到中音量	音量控制类
识别歌曲现在正在播放的音乐	歌曲操作类
删除歌单名为'古典精选'的歌单	歌单管理类
推荐民谣类型的音乐	类型推荐类
评论歌曲《Shape of You》	歌曲操作类
查找歌手邓紫棋的所有歌曲	歌手相关类
调整音量到大音量	音量控制类
调整音量到大音量	音量控制类
删除歌单名为'民谣精选'的歌单	歌单管理类
删除歌单名为'乡村精选'的歌单	歌单管理类
创建歌单名为'电子精选'的歌单	歌单管理类
搜索Ed Sheeran的歌曲《Diamonds》	歌曲操作类
识别歌曲现在正在播放的音乐	歌曲操作类
调整音量到大音量	音量控制类
创建歌单名为'古典精选'的歌单	歌单管理类
查看歌词Billie Eilish的歌曲《晴天》	歌曲操作类
识别歌曲现在正在播放的音乐	歌曲操作类
收藏歌曲《Hello》	歌曲操作类
创建歌单名为'摇滚精选'的歌单	歌单管理类
推荐蓝调类型的音乐	类型推荐类
查看歌词Post Malone的歌曲《孤勇者》	歌曲操作类
搜索歌曲《Poker Face》	歌曲操作类
调整音量到小音量	音量控制类
评论Post Malone的歌曲《江南》	歌曲操作类
查找歌手林俊杰的所有歌曲	歌手相关类
查找歌手Bruno Mars的所有歌曲	歌手相关类
评论张学友的歌曲《Diamonds》	歌曲操作类
查看歌词歌曲《Bad Guy》	歌曲操作类
分享孙燕姿的歌曲《晴天》	歌曲操作类
创建歌单名为'电子精选'的歌单	歌单管理类
播放歌曲《孤勇者》	歌曲操作类
播放陈奕迅的歌曲《年少有为》	歌曲操作类
收藏林俊杰的歌曲《Poker Face》	歌曲操作类
查找歌手孙燕姿的所有歌曲	歌手相关类
创建歌单名为'R&B精选'的歌单	歌单管理类
下载歌曲《Poker Face》	歌曲操作类
推荐朋克类型的音乐	类型推荐类
评论Coldplay的歌曲《Diamonds》	歌曲操作类
查找歌手Taylor Swift的所有歌曲	歌手相关类
删除歌单名为'朋克精选'的歌单	歌单管理类
删除歌单名为'摇滚精选'的歌单	歌单管理类
播放李荣浩的歌曲《倔强》	歌曲操作类
推荐电子类型的音乐	类型推荐类
下载Post Malone的歌曲《江南》	歌曲操作类
评论邓紫棋的歌曲《Shape of You》	歌曲操作类
推荐R&B类型的音乐	类型推荐类
识别歌曲现在正在播放的音乐	歌曲操作类
调整音量到大音量	音量控制类
播放周杰伦的歌曲《Circles》	歌曲操作类
识别歌曲现在正在播放的音乐	歌曲操作类
下载Coldplay的歌曲《Shape of You》	歌曲操作类
下载歌曲《倔强》	歌曲操作类
播放邓紫棋的歌曲《倔强》	歌曲操作类
识别歌曲现在正在播放的音乐	歌曲操作类
查看歌词Coldplay的歌曲《Uptown Funk》	歌曲操作类
查找歌手Post Malone的所有歌曲	歌手相关类
删除歌单名为'蓝调精选'的歌单	歌单管理类
查看歌词歌曲《匆匆那年》	歌曲操作类
播放歌曲《逆光》	歌曲操作类
分享Taylor Swift的歌曲《Blank Space》	歌曲操作类
调整音量到小音量	音量控制类
搜索歌曲《Blank Space》	歌曲操作类
搜索歌曲《孤勇者》	歌曲操作类
下载Billie Eilish的歌曲《倔强》	歌曲操作类
创建歌单名为'电子精选'的歌单	歌单管理类
创建歌单名为'金属精选'的歌单	歌单管理类
播放陈奕迅的歌曲《Senorita》	歌曲操作类
创建歌单名为'金属精选'的歌单	歌单管理类
调整音量到中音量	音量控制类
收藏歌曲《江南》	歌曲操作类
评论Bruno Mars的歌曲《匆匆那年》	歌曲操作类
识别歌曲现在正在播放的音乐	歌曲操作类
推荐流行类型的音乐	类型推荐类
查看歌词孙燕姿的歌曲《Senorita》	歌曲操作类
推荐乡村类型的音乐	类型推荐类
下载歌曲《大鱼》	歌曲操作类
分享Adele的歌曲《孤勇者》	歌曲操作类
搜索Post Malone的歌曲《吻别》	歌曲操作类
创建歌单名为'拉丁精选'的歌单	歌单管理类
删除歌单名为'乡村精选'的歌单	歌单管理类
播放Bruno Mars的歌曲《Circles》	歌曲操作类
推荐国风类型的音乐	类型推荐类
搜索Billie Eilish的歌曲《泡沫》	歌曲操作类
查找歌手Post Malone的所有歌曲	歌手相关类
搜索Bruno Mars的歌曲《泡沫》	歌曲操作类
查找歌手李荣浩的所有歌曲	歌手相关类
下载周深的歌曲《泡沫》	歌曲操作类
播放Coldplay的歌曲《孤勇者》	歌曲操作类
播放李荣浩的歌曲《晴天》	歌曲操作类
删除歌单名为'民谣精选'的歌单	歌单管理类
搜索Post Malone的歌曲《吻别》	歌曲操作类
调整音量到大音量	音量控制类
推荐摇滚类型的音乐	类型推荐类
查找歌手王菲的所有歌曲	歌手相关类
调整音量到大音量	音量控制类
分享歌曲《逆光》	社交分享类
搜索Bruno Mars的歌曲《Blank Space》	歌曲操作类
识别歌曲现在正在播放的音乐	歌曲操作类
播放林俊杰的歌曲《Diamonds》	歌曲操作类
删除歌单名为'摇滚精选'的歌单	歌单管理类
分享Coldplay的歌曲《Circles》	歌曲操作类
查找歌手王菲的所有歌曲	歌手相关类
下载Ed Sheeran的歌曲《Shape of You》	歌曲操作类
播放李荣浩的歌曲《Shape of You》	歌曲操作类
评论歌曲《Hello》	歌曲操作类
查找歌手Billie Eilish的所有歌曲	歌手相关类
评论歌曲《Blank Space》	歌曲操作类
查看歌词Bruno Mars的歌曲《Diamonds》	歌曲操作类
下载周杰伦的歌曲《Hello》	歌曲操作类
评论邓紫棋的歌曲《年少有为》	歌曲操作类
识别歌曲现在正在播放的音乐	歌曲操作类
收藏周深的歌曲《Diamonds》	歌曲操作类
调整音量到中音量	音量控制类
播放歌曲《Bad Guy》	歌曲操作类
收藏Billie Eilish的歌曲《Blank Space》	歌曲操作类
分享Coldplay的歌曲《年少有为》	歌曲操作类
调整音量到大音量	音量控制类
评论歌曲《逆光》	歌曲操作类
查找歌手Coldplay的所有歌曲	歌手相关类
播放Post Malone的歌曲《大鱼》	歌曲操作类
查找歌手林俊杰的所有歌曲	歌手相关类
分享陈奕迅的歌曲《Viva La Vida》	歌曲操作类
分享李荣浩的歌曲《Senorita》	歌曲操作类
推荐蓝调类型的音乐	类型推荐类
收藏Bruno Mars的歌曲《大鱼》	歌曲操作类
分享Bruno Mars的歌曲《倔强》	歌曲操作类
下载五月天的歌曲《Viva La Vida》	歌曲操作类
搜索孙燕姿的歌曲《Senorita》	歌曲操作类
调整音量到大音量	音量控制类
收藏林俊杰的歌曲《Uptown Funk》	歌曲操作类
创建歌单名为'金属精选'的歌单	歌单管理类
删除歌单名为'古典精选'的歌单	歌单管理类
查看歌词张学友的歌曲《吻别》	歌曲操作类
调整音量到中音量	音量控制类
识别歌曲现在正在播放的音乐	歌曲操作类
识别歌曲现在正在播放的音乐	歌曲操作类
查找歌手Ed Sheeran的所有歌曲	歌手相关类
删除歌单名为'摇滚精选'的歌单	歌单管理类
收藏Shawn Mendes的歌曲《大鱼》	歌曲操作类
识别歌曲现在正在播放的音乐	歌曲操作类
下载Adele的歌曲《Uptown Funk》	歌曲操作类
搜索歌曲《晴天》	歌曲操作类
查看歌词陈奕迅的歌曲《Senorita》	歌曲操作类
删除歌单名为'金属精选'的歌单	歌单管理类
下载Lady Gaga的歌曲《倔强》	歌曲操作类
搜索Billie Eilish的歌曲《晴天》	歌曲操作类
下载周深的歌曲《Shape of You》	歌曲操作类
调整音量到大音量	音量控制类
推荐R&B类型的音乐	类型推荐类
搜索周深的歌曲《吻别》	歌曲操作类
创建歌单名为'古典精选'的歌单	歌单管理类
识别歌曲现在正在播放的音乐	歌曲操作类
查看歌词周深的歌曲《Senorita》	歌曲操作类
调整音量到中音量	音量控制类
搜索歌曲《Poker Face》	歌曲操作类
下载周深的歌曲《泡沫》	歌曲操作类
下载歌曲《泡沫》	歌曲操作类
收藏邓紫棋的歌曲《Hello》	歌曲操作类
调整音量到大音量	音量控制类
搜索Adele的歌曲《匆匆那年》	歌曲操作类
搜索陈奕迅的歌曲《江南》	歌曲操作类
分享张学友的歌曲《Circles》	歌曲操作类
下载五月天的歌曲《Viva La Vida》	歌曲操作类
创建歌单名为'蓝调精选'的歌单	歌单管理类
播放五月天的歌曲《逆光》	歌曲操作类
分享五月天的歌曲《Uptown Funk》	歌曲操作类
评论Post Malone的歌曲《Circles》	歌曲操作类
下载歌曲《Poker Face》	歌曲操作类
查看歌词五月天的歌曲《晴天》	歌曲操作类
删除歌单名为'拉丁精选'的歌单	歌单管理类
评论张学友的歌曲《Shape of You》	歌曲操作类
创建歌单名为'乡村精选'的歌单	歌单管理类
播放孙燕姿的歌曲《倔强》	歌曲操作类
播放歌曲《孤勇者》	歌曲操作类
查看歌词歌曲《Shape of You》	歌曲操作类
分享张学友的歌曲《江南》	歌曲操作类
识别歌曲现在正在播放的音乐	歌曲操作类
评论歌曲《泡沫》	歌曲操作类
推荐R&B类型的音乐	类型推荐类
播放Taylor Swift的歌曲《Circles》	歌曲操作类
分享陈奕迅的歌曲《Hello》	歌曲操作类
删除歌单名为'流行精选'的歌单	歌单管理类
识别歌曲现在正在播放的音乐	歌曲操作类
播放林俊杰的歌曲《Hello》	歌曲操作类
创建歌单名为'嘻哈精选'的歌单	歌单管理类
下载Lady Gaga的歌曲《匆匆那年》	歌曲操作类
创建歌单名为'电子精选'的歌单	歌单管理类
查看歌词歌曲《泡沫》	歌曲操作类
创建歌单名为'蓝调精选'的歌单	歌单管理类
查找歌手Billie Eilish的所有歌曲	歌手相关类
识别歌曲现在正在播放的音乐	歌曲操作类
搜索Billie Eilish的歌曲《Uptown Funk》	歌曲操作类
收藏五月天的歌曲《逆光》	歌曲操作类
查找歌手林俊杰的所有歌曲	歌手相关类
推荐金属类型的音乐	类型推荐类
查找歌手Adele的所有歌曲	歌手相关类
推荐蓝调类型的音乐	类型推荐类
识别歌曲现在正在播放的音乐	歌曲操作类
收藏Billie Eilish的歌曲《Senorita》	歌曲操作类
创建歌单名为'拉丁精选'的歌单	歌单管理类
播放Post Malone的歌曲《Diamonds》	歌曲操作类
分享周深的歌曲《孤勇者》	歌曲操作类
播放歌曲《Viva La Vida》	歌曲操作类
分享王菲的歌曲《吻别》	歌曲操作类
查找歌手周深的所有歌曲	歌手相关类
删除歌单名为'民谣精选'的歌单	歌单管理类
创建歌单名为'拉丁精选'的歌单	歌单管理类
调整音量到中音量	音量控制类
查看歌词歌曲《Viva La Vida》	歌曲操作类
下载邓紫棋的歌曲《孤勇者》	歌曲操作类
下载孙燕姿的歌曲《吻别》	歌曲操作类
评论周杰伦的歌曲《年少有为》	歌曲操作类
分享歌曲《Shape of You》	社交分享类
识别歌曲现在正在播放的音乐	歌曲操作类
收藏邓紫棋的歌曲《年少有为》	歌曲操作类
查找歌手邓紫棋的所有歌曲	歌手相关类
调整音量到大音量	音量控制类
调整音量到大音量	音量控制类
推荐电子类型的音乐	类型推荐类
查找歌手Coldplay的所有歌曲	歌手相关类
查看歌词Adele的歌曲《Circles》	歌曲操作类
删除歌单名为'蓝调精选'的歌单	歌单管理类
查看歌词歌曲《吻别》	歌曲操作类
下载Adele的歌曲《倔强》	歌曲操作类
创建歌单名为'古典精选'的歌单	歌单管理类
查看歌词周深的歌曲《Circles》	歌曲操作类
查找歌手Post Malone的所有歌曲	歌手相关类
分享歌曲《Diamonds》	社交分享类
收藏Billie Eilish的歌曲《Hello》	歌曲操作类
分享Post Malone的歌曲《Bad Guy》	歌曲操作类
查找歌手Ed Sheeran的所有歌曲	歌手相关类
下载歌曲《江南》	歌曲操作类
创建歌单名为'拉丁精选'的歌单	歌单管理类
调整音量到小音量	音量控制类
收藏歌曲《Bad Guy》	歌曲操作类
分享歌曲《Shape of You》	社交分享类
调整音量到大音量	音量控制类
收藏Taylor Swift的歌曲《Blank Space》	歌曲操作类
查找歌手王菲的所有歌曲	歌手相关类
删除歌单名为'雷鬼精选'的歌单	歌单管理类
识别歌曲现在正在播放的音乐	歌曲操作类
查看歌词周杰伦的歌曲《Bad Guy》	歌曲操作类
查看歌词张学友的歌曲《Poker Face》	歌曲操作类
播放歌曲《泡沫》	歌曲操作类
推荐爵士类型的音乐	类型推荐类
查看歌词孙燕姿的歌曲《孤勇者》	歌曲操作类
播放王菲的歌曲《匆匆那年》	歌曲操作类
收藏歌曲《孤勇者》	歌曲操作类
识别歌曲现在正在播放的音乐	歌曲操作类
评论Shawn Mendes的歌曲《Senorita》	歌曲操作类
下载五月天的歌曲《大鱼》	歌曲操作类
查看歌词孙燕姿的歌曲《Uptown Funk》	歌曲操作类
收藏歌曲《逆光》	歌曲操作类
查找歌手Billie Eilish的所有歌曲	歌手相关类
识别歌曲现在正在播放的音乐	歌曲操作类
下载邓紫棋的歌曲《江南》	歌曲操作类
搜索Ed Sheeran的歌曲《Hello》	歌曲操作类
搜索Coldplay的歌曲《晴天》	歌曲操作类
创建歌单名为'R&B精选'的歌单	歌单管理类
收藏歌曲《Blank Space》	歌曲操作类
收藏陈奕迅的歌曲《吻别》	歌曲操作类
收藏林俊杰的歌曲《逆光》	歌曲操作类
调整音量到大音量	音量控制类
删除歌单名为'嘻哈精选'的歌单	歌单管理类
收藏歌曲《匆匆那年》	歌曲操作类
识别歌曲现在正在播放的音乐	歌曲操作类
收藏孙燕姿的歌曲《Senorita》	歌曲操作类
查看歌词张学友的歌曲《Bad Guy》	歌曲操作类
查找歌手五月天的所有歌曲	歌手相关类
收藏Post Malone的歌曲《大鱼》	歌曲操作类
推荐金属类型的音乐	类型推荐类
播放李荣浩的歌曲《Viva La Vida》	歌曲操作类
播放Adele的歌曲《孤勇者》	歌曲操作类
创建歌单名为'金属精选'的歌单	歌单管理类
播放歌曲《泡沫》	歌曲操作类
识别歌曲现在正在播放的音乐	歌曲操作类
搜索周深的歌曲《Poker Face》	歌曲操作类
收藏孙燕姿的歌曲《Shape of You》	歌曲操作类
查看歌词Lady Gaga的歌曲《孤勇者》	歌曲操作类
分享Billie Eilish的歌曲《年少有为》	歌曲操作类
分享歌曲《Viva La Vida》	社交分享类
评论Taylor Swift的歌曲《Circles》	歌曲操作类
分享歌曲《泡沫》	社交分享类
识别歌曲现在正在播放的音乐	歌曲操作类
评论周杰伦的歌曲《大鱼》	歌曲操作类
调整音量到中音量	音量控制类
评论林俊杰的歌曲《Blank Space》	歌曲操作类
创建歌单名为'拉丁精选'的歌单	歌单管理类
查看歌词歌曲《吻别》	歌曲操作类
调整音量到大音量	音量控制类
收藏歌曲《吻别》	歌曲操作类
删除歌单名为'金属精选'的歌单	歌单管理类
识别歌曲现在正在播放的音乐	歌曲操作类
下载Bruno Mars的歌曲《Shape of You》	歌曲操作类
调整音量到中音量	音量控制类
推荐电子类型的音乐	类型推荐类
推荐R&B类型的音乐	类型推荐类
推荐朋克类型的音乐	类型推荐类
搜索Bruno Mars的歌曲《Poker Face》	歌曲操作类
收藏Lady Gaga的歌曲《Viva La Vida》	歌曲操作类
下载歌曲《吻别》	歌曲操作类
下载周深的歌曲《Senorita》	歌曲操作类
搜索邓紫棋的歌曲《孤勇者》	歌曲操作类
评论歌曲《年少有为》	歌曲操作类
播放Bruno Mars的歌曲《Uptown Funk》	歌曲操作类
创建歌单名为'朋克精选'的歌单	歌单管理类
查看歌词张学友的歌曲《匆匆那年》	歌曲操作类
分享Post Malone的歌曲《年少有为》	歌曲操作类
评论李荣浩的歌曲《吻别》	歌曲操作类
查找歌手Adele的所有歌曲	歌手相关类
创建歌单名为'爵士精选'的歌单	歌单管理类
下载Taylor Swift的歌曲《Viva La Vida》	歌曲操作类
查看歌词五月天的歌曲《倔强》	歌曲操作类
识别歌曲现在正在播放的音乐	歌曲操作类
删除歌单名为'嘻哈精选'的歌单	歌单管理类
查看歌词王菲的歌曲《Blank Space》	歌曲操作类
创建歌单名为'古典精选'的歌单	歌单管理类
推荐雷鬼类型的音乐	类型推荐类
查看歌词周深的歌曲《Bad Guy》	歌曲操作类
播放Coldplay的歌曲《匆匆那年》	歌曲操作类
搜索Lady Gaga的歌曲《孤勇者》	歌曲操作类
收藏Shawn Mendes的歌曲《年少有为》	歌曲操作类
删除歌单名为'摇滚精选'的歌单	歌单管理类
分享五月天的歌曲《Circles》	歌曲操作类
删除歌单名为'蓝调精选'的歌单	歌单管理类
识别歌曲现在正在播放的音乐	歌曲操作类
查看歌词Taylor Swift的歌曲《Circles》	歌曲操作类
下载Adele的歌曲《Uptown Funk》	歌曲操作类
评论Billie Eilish的歌曲《Bad Guy》	歌曲操作类
查找歌手Bruno Mars的所有歌曲	歌手相关类
播放李荣浩的歌曲《Blank Space》	歌曲操作类
收藏Rihanna的歌曲《Diamonds》	歌曲操作类
下载Coldplay的歌曲《大鱼》	歌曲操作类
识别歌曲现在正在播放的音乐	歌曲操作类
搜索歌曲《Shape of You》	歌曲操作类
评论Adele的歌曲《Senorita》	歌曲操作类
创建歌单名为'嘻哈精选'的歌单	歌单管理类
下载邓紫棋的歌曲《吻别》	歌曲操作类
删除歌单名为'流行精选'的歌单	歌单管理类
识别歌曲现在正在播放的音乐	歌曲操作类
查看歌词歌曲《Uptown Funk》	歌曲操作类
查看歌词歌曲《Diamonds》	歌曲操作类
评论张学友的歌曲《泡沫》	歌曲操作类
下载歌曲《倔强》	歌曲操作类
评论Rihanna的歌曲《逆光》	歌曲操作类
查找歌手Bruno Mars的所有歌曲	歌手相关类
播放歌曲《倔强》	歌曲操作类
删除歌单名为'拉丁精选'的歌单	歌单管理类
查找歌手Taylor Swift的所有歌曲	歌手相关类
创建歌单名为'蓝调精选'的歌单	歌单管理类
查看歌词Adele的歌曲《Uptown Funk》	歌曲操作类
分享林俊杰的歌曲《Hello》	歌曲操作类
删除歌单名为'拉丁精选'的歌单	歌单管理类
查找歌手王菲的所有歌曲	歌手相关类
删除歌单名为'摇滚精选'的歌单	歌单管理类
删除歌单名为'朋克精选'的歌单	歌单管理类
播放歌曲《Uptown Funk》	歌曲操作类
分享陈奕迅的歌曲《匆匆那年》	歌曲操作类
分享歌曲《Viva La Vida》	社交分享类
识别歌曲现在正在播放的音乐	歌曲操作类
调整音量到中音量	音量控制类
调整音量到小音量	音量控制类
收藏邓紫棋的歌曲《Shape of You》	歌曲操作类
查看歌词李荣浩的歌曲《Uptown Funk》	歌曲操作类
查看歌词王菲的歌曲《孤勇者》	歌曲操作类
下载Post Malone的歌曲《倔强》	歌曲操作类
识别歌曲现在正在播放的音乐	歌曲操作类
评论邓紫棋的歌曲《晴天》	歌曲操作类
查看歌词邓紫棋的歌曲《Diamonds》	歌曲操作类
删除歌单名为'古典精选'的歌单	歌单管理类
推荐朋克类型的音乐	类型推荐类
下载周杰伦的歌曲《Poker Face》	歌曲操作类
调整音量到中音量	音量控制类
创建歌单名为'电子精选'的歌单	歌单管理类
删除歌单名为'摇滚精选'的歌单	歌单管理类
删除歌单名为'雷鬼精选'的歌单	歌单管理类
查看歌词歌曲《Uptown Funk》	歌曲操作类
播放Bruno Mars的歌曲《Blank Space》	歌曲操作类
推荐摇滚类型的音乐	类型推荐类
下载王菲的歌曲《Circles》	歌曲操作类
分享Coldplay的歌曲《Circles》	歌曲操作类
查找歌手王菲的所有歌曲	歌手相关类
评论Lady Gaga的歌曲《Bad Guy》	歌曲操作类
收藏歌曲《Blank Space》	歌曲操作类
查看歌词歌曲《Hello》	歌曲操作类
删除歌单名为'古典精选'的歌单	歌单管理类
调整音量到小音量	音量控制类
分享歌曲《Blank Space》	社交分享类
推荐雷鬼类型的音乐	类型推荐类
查看歌词林俊杰的歌曲《孤勇者》	歌曲操作类
创建歌单名为'流行精选'的歌单	歌单管理类
播放Adele的歌曲《年少有为》	歌曲操作类
识别歌曲现在正在播放的音乐	歌曲操作类
创建歌单名为'电子精选'的歌单	歌单管理类
推荐雷鬼类型的音乐	类型推荐类
识别歌曲现在正在播放的音乐	歌曲操作类
调整音量到大音量	音量控制类
创建歌单名为'电子精选'的歌单	歌单管理类
下载王菲的歌曲《年少有为》	歌曲操作类
创建歌单名为'流行精选'的歌单	歌单管理类
收藏王菲的歌曲《匆匆那年》	歌曲操作类
识别歌曲现在正在播放的音乐	歌曲操作类
搜索歌曲《Bad Guy》	歌曲操作类
分享孙燕姿的歌曲《Hello》	歌曲操作类
搜索歌曲《泡沫》	歌曲操作类
评论Billie Eilish的歌曲《大鱼》	歌曲操作类
查看歌词Rihanna的歌曲《吻别》	歌曲操作类
推荐R&B类型的音乐	类型推荐类
调整音量到大音量	音量控制类
创建歌单名为'流行精选'的歌单	歌单管理类
查找歌手周深的所有歌曲	歌手相关类
收藏歌曲《吻别》	歌曲操作类
查看歌词Coldplay的歌曲《倔强》	歌曲操作类
查看歌词陈奕迅的歌曲《吻别》	歌曲操作类
分享歌曲《Senorita》	社交分享类
收藏孙燕姿的歌曲《Senorita》	歌曲操作类
分享Shawn Mendes的歌曲《倔强》	歌曲操作类
查看歌词Shawn Mendes的歌曲《大鱼》	歌曲操作类
识别歌曲现在正在播放的音乐	歌曲操作类
查找歌手Billie Eilish的所有歌曲	歌手相关类
删除歌单名为'朋克精选'的歌单	歌单管理类
识别歌曲现在正在播放的音乐	歌曲操作类
调整音量到小音量	音量控制类
下载张学友的歌曲《Viva La Vida》	歌曲操作类
评论张学友的歌曲《年少有为》	歌曲操作类
查找歌手Billie Eilish的所有歌曲	歌手相关类
分享李荣浩的歌曲《Viva La Vida》	歌曲操作类
分享歌曲《匆匆那年》	社交分享类
推荐摇滚类型的音乐	类型推荐类
评论Rihanna的歌曲《Bad Guy》	歌曲操作类
调整音量到大音量	音量控制类
创建歌单名为'乡村精选'的歌单	歌单管理类
调整音量到中音量	音量控制类
删除歌单名为'摇滚精选'的歌单	歌单管理类
评论Coldplay的歌曲《Diamonds》	歌曲操作类
查找歌手Taylor Swift的所有歌曲	歌手相关类
收藏Bruno Mars的歌曲《Senorita》	歌曲操作类
创建歌单名为'乡村精选'的歌单	歌单管理类
下载歌曲《匆匆那年》	歌曲操作类
推荐古典类型的音乐	类型推荐类
调整音量到中音量	音量控制类
推荐拉丁类型的音乐	类型推荐类
收藏Adele的歌曲《逆光》	歌曲操作类
调整音量到小音量	音量控制类
创建歌单名为'朋克精选'的歌单	歌单管理类
删除歌单名为'乡村精选'的歌单	歌单管理类
播放歌曲《Senorita》	歌曲操作类
收藏李荣浩的歌曲《Uptown Funk》	歌曲操作类
搜索孙燕姿的歌曲《匆匆那年》	歌曲操作类
推荐嘻哈类型的音乐	类型推荐类
查找歌手周杰伦的所有歌曲	歌手相关类
推荐蓝调类型的音乐	类型推荐类
调整音量到大音量	音量控制类
评论张学友的歌曲《Viva La Vida》	歌曲操作类
分享李荣浩的歌曲《Uptown Funk》	歌曲操作类
创建歌单名为'金属精选'的歌单	歌单管理类
推荐国风类型的音乐	类型推荐类
播放Ed Sheeran的歌曲《匆匆那年》	歌曲操作类
播放邓紫棋的歌曲《孤勇者》	歌曲操作类
评论Shawn Mendes的歌曲《Poker Face》	歌曲操作类
收藏歌曲《江南》	歌曲操作类
评论Bruno Mars的歌曲《Bad Guy》	歌曲操作类
创建歌单名为'R&B精选'的歌单	歌单管理类
调整音量到小音量	音量控制类
收藏Adele的歌曲《Blank Space》	歌曲操作类
创建歌单名为'流行精选'的歌单	歌单管理类
播放Bruno Mars的歌曲《江南》	歌曲操作类
识别歌曲现在正在播放的音乐	歌曲操作类
搜索Bruno Mars的歌曲《泡沫》	歌曲操作类
播放歌曲《Poker Face》	歌曲操作类
评论Adele的歌曲《Circles》	歌曲操作类
删除歌单名为'拉丁精选'的歌单	歌单管理类
分享五月天的歌曲《孤勇者》	歌曲操作类
播放周杰伦的歌曲《Viva La Vida》	歌曲操作类
推荐雷鬼类型的音乐	类型推荐类
分享Coldplay的歌曲《逆光》	歌曲操作类
查找歌手Coldplay的所有歌曲	歌手相关类
收藏歌曲《Bad Guy》	歌曲操作类
分享Shawn Mendes的歌曲《Shape of You》	歌曲操作类
查找歌手Rihanna的所有歌曲	歌手相关类
推荐爵士类型的音乐	类型推荐类
推荐电子类型的音乐	类型推荐类
评论五月天的歌曲《逆光》	歌曲操作类
评论歌曲《Uptown Funk》	歌曲操作类
识别歌曲现在正在播放的音乐	歌曲操作类
搜索周深的歌曲《孤勇者》	歌曲操作类
调整音量到小音量	音量控制类
下载Rihanna的歌曲《Diamonds》	歌曲操作类
删除歌单名为'雷鬼精选'的歌单	歌单管理类
搜索歌曲《Hello》	歌曲操作类
下载歌曲《Shape of You》	歌曲操作类
识别歌曲现在正在播放的音乐	歌曲操作类
删除歌单名为'摇滚精选'的歌单	歌单管理类
搜索张学友的歌曲《Poker Face》	歌曲操作类
识别歌曲现在正在播放的音乐	歌曲操作类
创建歌单名为'R&B精选'的歌单	歌单管理类
删除歌单名为'国风精选'的歌单	歌单管理类
创建歌单名为'朋克精选'的歌单	歌单管理类
删除歌单名为'金属精选'的歌单	歌单管理类
分享王菲的歌曲《年少有为》	歌曲操作类
查看歌词Bruno Mars的歌曲《吻别》	歌曲操作类
创建歌单名为'流行精选'的歌单	歌单管理类
分享陈奕迅的歌曲《大鱼》	歌曲操作类
查看歌词Taylor Swift的歌曲《Blank Space》	歌曲操作类
收藏陈奕迅的歌曲《孤勇者》	歌曲操作类
调整音量到中音量	音量控制类
查看歌词Post Malone的歌曲《逆光》	歌曲操作类
查找歌手Taylor Swift的所有歌曲	歌手相关类
查看歌词林俊杰的歌曲《逆光》	歌曲操作类
查看歌词王菲的歌曲《大鱼》	歌曲操作类
查看歌词李荣浩的歌曲《Bad Guy》	歌曲操作类
